system_id,system_name,security_status,security_class,constellation_id,star_id,planet_count,moon_count,station_count,stations,has_stargates
30001793,JX-SOA,-0.8975510597229004,K7,20000265,40114718,10,17,0,,True
30001796,9S-GPT,-0.2504713833332062,K1,20000266,40114876,10,56,0,,True
30005178,PFV-ZH,-0.31281253695487976,K4,20000757,40327574,7,38,0,,True
30001798,XJ-AG7,-0.2621746361255646,K1,20000266,40115011,10,28,0,,True
30001799,2WU-XT,-0.11662214249372482,K,20000266,40115055,8,56,0,,True
30001800,J7X-VN,-0.18431122601032257,K,20000266,40115127,8,54,0,,True
30001801,F-WCLC,-0.07511541992425919,K,20000266,40115195,8,50,0,,True
30001803,YC-ANK,-0.1619471162557602,K,20000266,40115306,7,43,0,,True
30001806,R3P0-Z,-0.7451474666595459,K6,20000267,40115515,8,5,0,,True
30001807,ZZK-VF,-0.6203669905662537,K5,20000267,40115539,9,36,0,,True
30001808,SN-Q1T,-0.7403029203414917,K6,20000267,40115596,7,59,0,,True
30001810,ZJ-5IS,-0.43309488892555237,K3,20000267,40115744,7,17,0,,True
30001811,GA58-7,-0.699927031993866,K5,20000268,40115771,7,5,0,,True
30001812,J-0KB3,-0.8229323029518127,K6,20000268,40115791,10,29,0,,True
30001813,UC-8XF,-0.7371140122413635,K6,20000268,40115836,8,50,0,,True
30001814,90-A1P,-0.7018892765045166,K5,20000268,40115901,10,55,0,,True
30001815,4AZV-W,-0.8456237316131592,K7,20000268,40115985,10,59,0,,True
30001816,UNV-3J,-0.7080463767051697,K5,20000268,40116072,7,33,0,,True
30001817,7F-2FB,-0.9161134362220764,K7,20000268,40116119,13,38,0,,True
30001818,MC4C-H,-0.5291349291801453,K4,20000269,40116183,9,41,0,,True
30001819,OW-QXW,-0.39533451199531555,K2,20000269,40116244,7,60,0,,True
30001820,3-QNM4,-0.7390973567962646,K6,20000269,40116314,8,50,0,,True
30001821,UEPO-D,-0.39156514406204224,K2,20000269,40116383,10,62,0,,True
30001822,NQ-M6W,-0.5739356875419617,K4,20000269,40116471,11,101,0,,True
30001823,P-8PDJ,-0.341869056224823,K2,20000269,40116610,5,56,0,,True
30001826,NEU-UD,-0.67719566822052,K5,20000270,40116832,8,55,0,,True
30001827,N-I024,-0.5391409993171692,K4,20000270,40116906,8,8,0,,True
30001828,4O-ZRI,-0.7535380125045776,K6,20000270,40116927,11,54,0,,True
30001829,Y-7XVJ,-0.6482253670692444,K5,20000270,40117002,11,68,0,,True
30001830,RQNF-9,-0.7670727968215942,K6,20000270,40117093,12,41,0,,True
30001832,MB4D-4,-0.22374483942985535,G,20000271,40117188,7,10,0,,True
30001833,LGK-VP,-0.11576063930988312,G,20000271,40117210,6,40,1,60014329,True
30001834,E-C0SR,-0.07519708573818207,G,20000271,40117267,8,26,0,,True
30001835,X1E-OQ,-0.09942574799060822,G,20000271,40117307,9,37,0,,True
30001836,VTGN-U,-0.06928592920303345,G,20000271,40117359,9,21,0,,True
30001838,Q-Q2S6,-0.08952947705984116,G,20000272,40117491,12,35,0,,True
30001837,0Y1-M7,-0.08499756455421448,G,20000271,40117399,8,73,0,,True
30001845,7R5-7R,-0.1301754117012024,G,20000273,40118092,8,36,0,,True
30001839,WHG2-7,-0.10218188166618347,G,20000272,40117548,5,60,0,,True
30001841,32-GI9,-0.07890450954437256,G,20000272,40117761,10,48,0,,True
30001840,9RQ-L8,-0.06937755644321442,G,20000272,40117622,10,90,1,60014221,True
30001842,TG-Z23,-0.050997816026210785,G,20000272,40117829,7,60,4,"60014224,60014227,60014350,60014353",True
30001844,4J-ZC9,-0.06137625128030777,G,20000272,40117989,9,73,0,,True
30001843,IP-MVJ,-0.04032929241657257,G,20000272,40117908,7,68,0,,True
30001851,JS-E8E,-0.0668114721775055,G,20000274,40118430,11,48,0,,True
30001846,Y1-UQ2,-0.17007973790168762,G,20000273,40118143,10,49,0,,True
30001850,57M7-W,-0.22173820436000824,G,20000273,40118373,8,37,0,,True
30001847,HM-UVD,-0.24887491762638092,G,20000273,40118210,9,16,3,"60014230,60014233,60014305",True
30001848,G-ME2K,-0.262747585773468,G1,20000273,40118242,9,45,2,"60014236,60014302",True
30001849,WNS-7J,-0.3067670464515686,G1,20000273,40118306,6,50,0,,True
30001852,FV-SE8,-0.07666149735450745,G,20000274,40118499,10,28,1,60014182,True
30001853,FZSW-Y,-0.061375897377729416,G,20000274,40118545,9,64,0,,True
30001854,UF-KKH,-0.053254228085279465,G,20000274,40118626,6,47,2,"60014176,60014356",True
30001855,O5Y3-W,-0.08491203188896179,G,20000274,40118700,7,57,2,"60014179,60014359",True
30001856,0GN-VO,-0.09025297313928604,G,20000274,40118774,10,85,0,,True
30001857,9U6-SV,-0.0769512951374054,G,20000275,40118895,9,23,0,,True
30001858,4GQ-XQ,-0.02941763959825039,G,20000275,40118932,15,62,2,"60014266,60014269",True
30001859,R8-5XF,-0.027154212817549706,G,20000275,40119027,7,49,0,,True
30001860,2IGP-1,-0.02865969017148018,G,20000275,40119091,1,20,0,,True
30001864,2-V0KY,-0.02312883362174034,G,20000275,40119238,10,67,0,,True
30001862,GDEW-0,-0.0244627483189106,G,20000275,40119171,8,16,0,,True
30001861,Z2-QQP,-0.02612449787557125,G,20000275,40119114,11,35,0,,True
30001865,U-WLT9,-0.03623797744512558,G,20000275,40119329,7,32,0,,True
30001863,PSJ-10,-0.024412060156464577,G,20000275,40119198,9,22,0,,True
30001866,ZG8Q-N,-0.03823329135775566,G,20000275,40119373,11,65,1,60014272,True
30001867,40GX-P,-0.023165522143244743,G,20000276,40119473,7,71,0,,True
30001873,GDO-7H,-0.03177265450358391,G,20000277,40119940,7,38,1,60014164,True
30003098,VYJ-DA,-0.06575385481119156,G,20000453,40196775,9,60,0,,True
30001868,37S-KO,-0.03692532703280449,G,20000276,40119574,9,52,5,"60014149,60014152,60014155,60014284,60014287",True
30001869,4J9-DK,-0.057479746639728546,G,20000276,40119653,9,28,0,,True
30001871,HQ-TDJ,-0.03516252711415291,G,20000276,40119787,9,40,0,,True
30001870,A-GPTM,-0.0812838152050972,G,20000276,40119700,9,67,0,,True
30001893,S-DLKC,-0.12487546354532242,G,20000280,40121079,8,75,0,,True
30001872,WBLF-0,-0.026483403518795967,G,20000276,40119848,8,70,0,,True
30001931,RRWI-5,-0.03816928714513779,G,20000285,40123466,9,79,1,60014218,True
30001874,NZG-LF,-0.021908534690737724,G,20000277,40119995,8,55,3,"60014158,60014161,60014293",True
30001875,UJM-RD,-0.015578065998852253,G,20000277,40120070,10,53,0,,True
30001876,L0AD-B,-0.01905541867017746,G,20000277,40120150,8,40,0,,True
30001879,8O-OSG,-0.025866849347949028,G,20000277,40120320,8,19,0,,True
30001877,8ZO-CK,-0.010961923748254776,G,20000277,40120204,9,59,0,,True
30001878,WEQT-K,-0.014547152444720268,G,20000277,40120292,2,24,1,60014290,True
30001880,1H-I12,-0.006302562076598406,G,20000278,40120352,8,26,0,,True
30001887,8KQR-O,-0.01711224392056465,G,20000279,40120692,10,17,0,,True
30001881,D9D-GD,-0.004943960811942816,G,20000278,40120392,7,37,1,60014206,True
30001882,4A-XJ6,-0.00849444791674614,G,20000278,40120443,8,7,0,,True
30001883,GU-54G,-0.005934067536145449,G,20000278,40120465,8,25,2,"60014203,60014209",True
30001886,9O-ZTS,-0.006045626942068338,G,20000278,40120682,3,3,1,60014299,True
30001884,7-X3RN,-0.014615516178309917,G,20000278,40120514,8,61,1,60014296,True
30001885,BF-FVB,-0.0029065615963190794,G,20000278,40120590,9,65,0,,True
30001888,F9SX-1,-0.012750755995512009,G,20000279,40120728,8,35,1,60014341,True
30001889,0G-A25,-0.021005399525165558,G,20000279,40120782,9,76,1,60014338,True
30001890,WJO0-G,-0.00553035456687212,G,20000279,40120872,6,10,0,,True
30001891,S91-TI,-0.007382051087915897,G,20000279,40120891,8,80,0,,True
30001892,V1V-6F,-0.008346506394445896,G,20000279,40120999,6,63,0,,True
30001905,X5O1-L,-0.007545100059360266,G,20000282,40121715,8,43,0,,True
30001894,42-UOW,-0.1325835883617401,G,20000280,40121171,6,9,1,60014185,True
30001895,CBGG-0,-0.11993823945522308,G,20000280,40121189,9,41,0,,True
30001896,A4UG-O,-0.13047033548355103,G,20000280,40121271,8,62,1,60014188,True
30001897,W-VXL9,-0.1565496176481247,G,20000280,40121355,5,28,1,60014191,True
30001899,UKYS-5,-0.12781940400600433,G,20000281,40121449,6,6,0,,True
30001898,U2-BJ2,-0.18686336278915405,G,20000280,40121394,12,29,0,,True
30001911,T-8UOF,-0.2422572374343872,G,20000283,40122057,13,51,1,60014311,True
30001900,RV5-DW,-0.11938930302858353,G,20000281,40121468,7,8,1,60014317,True
30001902,RLDS-R,-0.1030912846326828,G,20000281,40121547,6,6,1,60014260,True
30001903,QM-O7J,-0.13584893941879272,G,20000281,40121562,11,52,0,,True
30001901,KP-FQ1,-0.10946830362081528,G,20000281,40121486,5,50,3,"60014257,60014263,60014314",True
30001904,0-7XA8,-0.0650416910648346,G,20000281,40121639,9,56,0,,True
30001923,LC-1ED,-0.14042356610298157,G,20000284,40122947,9,33,0,,True
30001937,JU-UYK,-0.05592012405395508,G,20000286,40123935,5,6,0,,True
30001906,F-TVAP,-0.006017670035362244,G,20000282,40121776,7,13,0,,True
30001907,6Y-0TW,-0.0063471244648098946,G,20000282,40121801,3,21,4,"60014167,60014170,60014173,60014371",True
30001908,TL-T9Z,-0.005483747459948063,G,20000282,40121830,9,60,0,,True
30001910,B-G1LG,-0.005767138209193945,G,20000282,40122007,10,34,1,60014368,True
30001909,E7-WSY,-0.005755146965384483,G,20000282,40121934,6,54,0,,True
30001912,DP-2WP,-0.2757425606250763,G1,20000283,40122130,5,71,0,,True
30001913,MMR-LZ,-0.3244495987892151,G1,20000283,40122219,10,33,0,,True
30001914,I-ME3L,-0.19523374736309052,G,20000283,40122277,8,67,1,60014245,True
30001919,Z-R96X,-0.2809361517429352,G1,20000283,40122694,8,22,0,,True
30001915,YE17-R,-0.3491743803024292,G1,20000283,40122367,9,67,0,,True
30001916,T7-JNB,-0.30886292457580566,G1,20000283,40122465,7,45,0,,True
30001921,DABV-N,-0.3642255961894989,G2,20000283,40122810,11,28,0,,True
30001917,LB0-A1,-0.34305432438850403,G1,20000283,40122527,9,63,0,,True
30001918,S-BWWQ,-0.22226691246032715,G,20000283,40122607,7,64,1,60014242,True
30001920,J-AYLV,-0.3674882650375366,G2,20000283,40122735,6,64,1,60014308,True
30001922,ZH-KEV,-0.18627852201461792,G,20000283,40122861,10,63,1,60014239,True
30001924,RPS-0K,-0.20969100296497345,G,20000284,40123001,10,22,1,60014335,True
30001925,VNPF-7,-0.10574263334274292,G,20000284,40123041,6,33,0,,True
30001927,U6-FCE,-0.2314232438802719,G,20000284,40123169,10,24,0,,True
30001926,CJF-1P,-0.10035011917352676,G,20000284,40123096,8,51,0,,True
30001929,Z-XMUC,-0.13202261924743652,G,20000284,40123267,10,71,0,,True
30004932,XZ-SKZ,-0.03686390817165375,G,20000721,40312345,10,52,0,,True
30001928,L6B-0N,-0.2310153990983963,G,20000284,40123207,9,46,0,,True
30001930,6QBH-S,-0.24982981383800507,G,20000284,40123367,6,72,1,60014332,True
30001948,JVJ2-N,-0.16982367634773254,G,20000287,40124507,8,65,0,,True
30001932,Y-4U62,-0.05783381313085556,G,20000285,40123569,8,40,2,"60014212,60014215",True
30001933,EAWE-2,-0.0639629140496254,G,20000285,40123632,6,44,0,,True
30001934,I-3FET,-0.030901659280061722,G,20000285,40123689,9,81,0,,True
30001935,QCKK-T,-0.055597804486751556,G,20000285,40123801,9,30,0,,True
30001936,RP-H66,-0.07034145295619965,G,20000285,40123848,8,67,0,,True
30001938,O-FTHE,-0.042107339948415756,G,20000286,40123953,8,6,1,60014278,True
30001939,W-Q233,-0.02699238620698452,G,20000286,40123974,6,31,2,"60014275,60014344",True
30001940,4XW2-D,-0.027364976704120636,G,20000286,40124022,9,32,0,,True
30001941,J5NU-K,-0.029636172577738762,G,20000286,40124072,9,35,0,,True
30001942,EOT-XL,-0.02079838328063488,G,20000286,40124129,11,47,0,,True
30001943,RVRE-Z,-0.021019989624619484,G,20000286,40124209,5,50,0,,True
30001944,B-2UL0,-0.01542104035615921,G,20000286,40124274,8,42,0,,True
30001945,L-A9FS,-0.012729634530842304,G,20000286,40124333,5,6,1,60014347,True
30001946,OOO-FS,-0.012481882236897945,G,20000286,40124347,8,53,1,60014281,True
30001947,373Z-7,-0.007630909327417612,G,20000286,40124422,10,71,0,,True
30001949,2B-3M4,-0.14362072944641113,G,20000287,40124589,15,38,0,,True
30001951,5J-UEX,-0.1479375958442688,G,20000287,40124711,5,18,2,"60014248,60014254",True
30001950,A-XASO,-0.1506815254688263,G,20000287,40124654,7,43,1,60014362,True
30001952,1H4V-O,-0.10003674030303955,G,20000287,40124739,8,21,2,"60014251,60014365",True
30001953,LGL-SD,-0.16599012911319733,G,20000287,40124773,7,53,0,,True
30001955,O-CT8N,-0.07084553688764572,G,20000287,40124923,9,59,0,,True
30001954,A-DZA8,-0.19034148752689362,G,20000287,40124836,9,68,0,,True
30001956,Z-6YQC,-0.2086361199617386,G,20000288,40125003,7,65,0,,True
30001958,XFBE-T,-0.18592551350593567,N/A,20000288,40125105,1,15,1,60014194,True
30001959,T-NNJZ,-0.302784264087677,G1,20000288,40125122,11,80,1,60014197,True
30001962,NRT4-U,-0.3269849419593811,G1,20000288,40125338,9,26,1,60014323,True
30001960,DK6W-I,-0.11537637561559677,G,20000288,40125232,6,13,0,,True
30001961,0T-LIB,-0.20622478425502777,G,20000288,40125259,8,59,2,"60014200,60014320",True
30001964,O-BY0Y,-0.1395801156759262,J,20000289,40125474,6,9,0,,True
30001967,X47L-Q,-0.2502559721469879,J1,20000289,40125619,8,52,0,,True
30001965,2D-0SO,-0.15462841093540192,J,20000289,40125493,12,61,0,,True
30001966,UR-E6D,-0.18904650211334229,J,20000289,40125587,7,19,0,,True
30001968,D7T-C0,-0.1986771821975708,J,20000289,40125687,8,7,0,,True
30001977,J-CIJV,-0.2439420521259308,J,20000291,40126239,9,26,1,60012598,True
30001969,KI-TL0,-0.17945164442062378,J,20000290,40125705,13,26,0,,True
30002004,8S-0E1,-0.22681325674057007,J,20000295,40127821,8,28,0,,True
30001970,EL8-4Q,-0.1598268300294876,J,20000290,40125757,11,68,0,,True
30001973,XI-VUF,-0.18544793128967285,J,20000290,40125954,11,48,0,,True
30001971,JC-YX8,-0.1342250257730484,J,20000290,40125850,9,28,0,,True
30001972,5-9WNU,-0.18890002369880676,J,20000290,40125893,11,33,0,,True
30001974,N-H32Y,-0.1474272608757019,J,20000290,40126018,9,75,0,,True
30001975,12YA-2,-0.17510253190994263,J,20000290,40126117,10,48,0,,True
30001976,BDV3-T,-0.1575818657875061,J,20000290,40126189,9,32,0,,True
30001991,ION-FG,-0.13399705290794373,J,20000293,40127083,7,42,0,,True
30001998,WW-KGD,-0.17915935814380646,N/A,20000294,40127560,6,8,0,,True
30001978,X-7OMU,-0.14143523573875427,J,20000291,40126283,6,76,3,"60012595,60013075,60014056",True
30001982,G95-VZ,-0.24155332148075104,J,20000291,40126606,8,39,0,,True
30002015,4-ABS8,-0.19432708621025085,J,20000296,40128500,7,48,0,,True
30001989,L-TS8S,-0.20735889673233032,J,20000292,40127014,7,7,0,,True
30001979,CXN1-Z,-0.1240118145942688,J,20000291,40126374,8,61,0,,True
30001980,KLY-C0,-0.09790629148483276,J,20000291,40126456,8,65,0,,True
30002010,R6XN-9,-0.1813897341489792,J,20000296,40128288,9,56,0,,True
30002012,B8EN-S,-0.16146057844161987,J,20000296,40128377,8,45,0,,True
30001981,CL6-ZG,-0.12240054458379745,J,20000291,40126540,9,48,0,,True
30002016,7RM-N0,-0.06263995170593262,J,20000297,40128566,10,53,0,,True
30002023,RD-G2R,-0.13253097236156464,J,20000298,40129040,8,6,0,,True
30001983,ROIR-Y,-0.23969705402851105,J,20000291,40126662,3,29,2,"60012601,60013078",True
30003676,C8-CHY,-0.28657564520835876,J1,20000536,40232833,12,46,0,,True
30001985,EWOK-K,-0.3135390877723694,J1,20000292,40126790,9,60,0,,True
30001987,G-M4I8,-0.29838892817497253,J1,20000292,40126882,12,30,0,,True
30001986,O-N8XZ,-0.18645651638507843,J,20000292,40126868,5,4,0,,True
30001988,MI6O-6,-0.13239924609661102,J,20000292,40126931,11,59,0,,True
30002002,R-2R0G,-0.21252453327178955,J,20000294,40127712,9,38,0,,True
30001992,C-H9X7,-0.11085983365774155,J,20000293,40127149,14,48,0,,True
30001993,A8I-C5,-0.11548633873462677,J,20000293,40127223,8,44,0,,True
30001994,DK-FXK,-0.07521648705005646,J,20000293,40127297,7,32,0,,True
30001997,U-INPD,-0.1041644960641861,J,20000293,40127455,12,64,0,,True
30001995,M-76XI,-0.07633110880851746,J,20000293,40127343,9,37,0,,True
30001996,ZJET-E,-0.09863711893558502,J,20000293,40127404,7,33,0,,True
30003681,DO6H-Q,-0.33463770151138306,J1,20000536,40233141,7,54,0,,True
30001999,XQ-PXU,-0.14983797073364258,J,20000294,40127575,6,8,0,,True
30002000,M-YCD4,-0.18162213265895844,J,20000294,40127592,7,42,0,,True
30002003,CR-AQH,-0.2753584384918213,J1,20000294,40127762,9,36,0,,True
30002001,Q-5211,-0.14455823600292206,J,20000294,40127653,9,42,0,,True
30002005,5ZXX-K,-0.22945404052734375,J,20000295,40127866,9,82,1,60012580,True
30002006,JE-D5U,-0.21720731258392334,J,20000295,40127973,7,50,0,,True
30002007,2-6TGQ,-0.21134531497955322,J,20000295,40128035,11,70,0,,True
30002008,OE-9UF,-0.20947863161563873,J,20000295,40128139,6,50,0,,True
30002009,PFU-LH,-0.25748467445373535,J1,20000295,40128207,8,56,0,,True
30002014,DP-1YE,-0.17261624336242676,J,20000296,40128475,8,10,0,,True
30002011,3V8-LJ,-0.17326432466506958,J,20000296,40128362,6,5,0,,True
30002013,R-LW2I,-0.15342654287815094,J,20000296,40128436,8,27,0,,True
30002017,S-MDYI,-0.052288446575403214,J,20000297,40128641,8,47,0,,True
30002019,F-NMX6,-0.05906204506754875,J,20000297,40128775,8,66,0,,True
30002020,GA-P6C,-0.08167120814323425,J,20000297,40128861,8,48,0,,True
30002018,ZKYV-W,-0.05562091991305351,J,20000297,40128714,8,46,0,,True
30002021,FWA-4V,-0.02255125716328621,J,20000297,40128934,6,31,0,,True
30002029,B-9C24,-0.06723310798406601,J,20000299,40129497,9,65,0,,True
30002022,RZC-16,-0.030471380800008774,J,20000297,40128979,7,46,0,,True
30002035,MQ-NPY,-0.02912771888077259,J,20000300,40129871,6,47,0,,True
30002024,UC3H-Y,-0.0978734940290451,J,20000298,40129064,7,72,0,,True
30002025,6GWE-A,-0.07740970700979233,J,20000298,40129158,12,63,0,,True
30002027,KDV-DE,-0.08729586750268936,J,20000298,40129322,7,53,0,,True
30002028,MT9Q-S,-0.08612781018018723,J,20000298,40129412,8,63,0,,True
30002026,J-OK0C,-0.05500958114862442,J,20000298,40129250,7,57,0,,True
30002030,P-2TTL,-0.09903070330619812,J,20000299,40129597,5,5,0,,True
30002031,7X-VKB,-0.06520048528909683,J,20000299,40129612,10,46,0,,True
30002032,E-Z2ZX,-0.11633250117301941,J,20000299,40129694,9,29,0,,True
30002033,RORZ-H,-0.1270913928747177,J,20000299,40129738,12,68,0,,True
30002034,O-A6YN,-0.12389198690652847,J,20000299,40129849,6,14,0,,True
30003685,VRH-H7,-0.27347317337989807,J1,20000537,40233390,9,25,0,,True
30002042,KU5R-W,-0.17168331146240234,J,20000301,40130276,6,52,0,,True
30002036,D2-HOS,-0.029948916286230087,J,20000300,40129930,6,44,0,,True
30002038,TFA0-U,-0.029275260865688324,J,20000300,40130042,10,65,0,,True
30002039,RQH-MY,-0.028505804017186165,J,20000300,40130123,5,45,0,,True
30002037,Y2-6EA,-0.02535703405737877,J,20000300,40129986,6,44,0,,True
30002040,HPS5-C,-0.03536699339747429,J,20000300,40130178,6,28,0,,True
30002041,DT-TCD,-0.021528882905840874,J,20000300,40130214,9,40,0,,True
30003855,Mantenault,0.1371496021747589,D3,20000563,40243885,11,63,0,,True
30002043,H1-J33,-0.20152786374092102,J,20000301,40130353,8,97,0,,True
30002044,Y-C3EQ,-0.1417664736509323,J,20000301,40130473,5,40,0,,True
30002045,OGV-AS,-0.14216141402721405,J,20000301,40130521,6,65,0,,True
30002046,7D-0SQ,-0.12218189984560013,J,20000301,40130603,10,44,0,,True
30002047,UI-8ZE,-0.20659799873828888,J,20000301,40130671,10,54,0,,True
30004063,Z-Y7R7,-0.14648154377937317,J,20000593,40257483,7,45,0,,True
30002048,Bei,0.564869225025177,D1,20000302,40130744,11,60,3,"60005770,60005773,60005785",True
30003386,Ongund,0.6257023811340332,D1,20000493,40214516,8,54,0,,True
30002049,Uttindar,0.5044302344322205,D1,20000302,40130824,7,43,5,"60002545,60005239,60005242,60005245,60005776",True
30002050,Hagilur,0.3620236814022064,E,20000302,40130884,6,17,5,"60005233,60005248,60005683,60005689,60005782",True
30002682,Colelie,0.5123888254165649,D1,20000392,40170689,10,14,0,,True
30002053,Hek,0.800000011920929,D1,20000302,40131014,9,42,6,"60004516,60005236,60005686,60011287,60015140,60015171",True
30002051,Anher,0.464528352022171,D1,20000302,40130914,7,50,8,"60002536,60002539,60002548,60004519,60004522,60011290,60014770,60015141",True
30002052,Ragnarg,0.3893387019634247,E,20000302,40130978,6,26,5,"60002542,60002551,60005779,60011293,60011296",True
30002076,Dudreda,0.29214924573898315,E,20000306,40132489,7,59,6,"60004525,60004531,60004693,60004840,60004846,60014758",True
30002720,Thelan,0.22699283063411713,D3,20000398,40172880,8,41,1,60012112,True
30002060,Evati,0.24739208817481995,E1,20000304,40131417,10,60,9,"60001141,60001147,60001150,60004852,60004858,60005002,60005710,60005713,60012970",True
30002054,Hror,0.5115187168121338,D1,20000303,40131078,13,16,0,,True
30002068,Nakugard,0.5209125280380249,D1,20000305,40132049,8,60,4,"60004543,60004546,60004549,60014806",True
30002543,Eystur,0.9492318034172058,D,20000373,40161805,6,13,6,"60004756,60005017,60005062,60010048,60010057,60011410",True
30002723,Otou,0.3336029052734375,D2,20000398,40172979,8,75,1,60010627,True
30002055,Amo,0.4744107127189636,D1,20000303,40131115,8,53,5,"60004903,60005701,60005707,60015104,60015186",True
30002056,Resbroko,0.43787628412246704,E,20000303,40131181,4,20,1,60004891,True
30002059,Auner,0.407541960477829,E,20000303,40131342,9,51,3,"60004894,60014131,60015098",True
30002057,Hadozeko,0.3960712254047394,E,20000303,40131210,11,77,4,"60004897,60004900,60005704,60015099",True
30002058,Ardar,0.3660109341144562,E,20000303,40131325,6,6,2,"60004888,60014134",True
30002097,Klogori,0.29855799674987793,E,20000309,40133846,6,5,9,"60004762,60004765,60004768,60004774,60005269,60005896,60005908,60005911,60010474",True
30002082,Floseswin,0.40295207500457764,E,20000307,40132928,11,62,12,"60005113,60005395,60005398,60006025,60006031,60006037,60009088,60009097,60010414,60010417,60014800,60015100",True
30002090,Frerstorn,0.3060941994190216,E,20000308,40133455,7,18,6,"60002125,60002134,60004540,60010522,60013237,60014767",True
30002061,Ofstold,0.2739641070365906,E,20000304,40131495,7,56,3,"60004864,60004996,60015103",True
30002065,Lasleinur,0.23784838616847992,E1,20000304,40131756,7,67,7,"60001144,60001153,60004861,60004867,60005005,60012973,60014143",True
30002066,Arnher,0.19209960103034973,E1,20000304,40131841,10,100,0,,True
30002063,Helgatild,0.151897594332695,E1,20000304,40131650,12,47,2,"60004855,60005716",True
30002064,Arnstur,0.11816864460706711,E1,20000304,40131717,9,21,0,,True
30002067,Brin,0.15482577681541443,E1,20000304,40131971,8,62,3,"60001138,60004999,60014146",True
30002560,Gultratren,0.30927565693855286,E,20000375,40162785,8,85,4,"60004966,60010177,60014386,60014797",True
30002099,Egmar,0.25287166237831116,E,20000309,40133908,13,45,4,"60004981,60005272,60005899,60005902",True
30002069,Traun,0.629520833492279,D1,20000305,40132141,10,39,2,"60007294,60012622",True
30002070,Uriok,0.5032398104667664,D1,20000305,40132199,9,21,0,,True
30002071,Barkrik,0.562379777431488,D1,20000305,40132236,6,49,2,"60007279,60007285",True
30002072,Inder,0.5103382468223572,D1,20000305,40132298,8,26,1,60012628,True
30002073,Tvink,0.476866751909256,D1,20000305,40132349,9,31,0,,True
30002074,Lanngisi,0.461206316947937,D1,20000305,40132393,6,14,1,60012625,True
30002075,Hjoramold,0.5092121362686157,D1,20000305,40132420,13,43,3,"60007282,60007288,60007291",True
30002077,Hakisalki,0.21178516745567322,E1,20000306,40132565,10,58,5,"60001996,60001999,60004684,60004690,60004849",True
30002080,Arifsdald,0.09276910871267319,E1,20000306,40132801,7,85,4,"60001993,60004528,60004834,60006085",True
30002078,Arwa,0.12730994820594788,E1,20000306,40132653,11,57,3,"60004843,60011434,60011440",True
30002081,Ansen,0.13637986779212952,E1,20000306,40132914,3,8,2,"60006082,60011437",True
30002083,Uisper,0.3926813304424286,E,20000307,40133016,9,54,4,"60005122,60005410,60005698,60009100",True
30002084,Aset,0.355243980884552,E,20000307,40133089,8,6,3,"60005401,60006028,60009094",True
30002085,Eytjangard,0.36159753799438477,E,20000307,40133110,8,43,0,,True
30002086,Turnur,0.3874342143535614,E,20000307,40133171,5,40,4,"60004723,60005119,60005692,60006022",True
30002087,Isbrabata,0.3551945686340332,E,20000307,40133223,10,40,4,"60005116,60005695,60006034,60014821",True
30002088,Vimeini,0.35328513383865356,E,20000307,40133283,9,63,2,"60004720,60009103",True
30002089,Avenod,0.38590461015701294,E,20000307,40133365,9,66,5,"60004726,60004729,60005404,60005407,60009091",True
30003089,Kurniainen,0.1143735870718956,B3,20000451,40196238,12,53,1,60015061,True
30002684,Audaerne,0.46593981981277466,D1,20000392,40170758,10,38,2,"60003256,60010453",True
30002091,Ontorn,0.3218129873275757,E,20000308,40133491,9,65,2,"60004534,60010525",True
30002092,Sirekur,0.3113420903682709,E,20000308,40133574,9,77,1,60014788,True
30002093,Gebuladi,0.26333174109458923,E,20000308,40133680,11,40,3,"60002128,60013240,60013246",True
30002094,Ebolfer,0.25291144847869873,E,20000308,40133748,6,28,2,"60004537,60015096",True
30002095,Eszur,0.21279630064964294,E1,20000308,40133791,4,2,3,"60002131,60013243,60015097",True
30002096,Hofjaldgund,0.26582518219947815,E,20000308,40133800,5,37,0,,True
30002539,Siseide,0.3383511006832123,E,20000372,40161541,9,39,3,"60002593,60002602,60007336",True
30002541,Dal,0.411359578371048,E,20000372,40161650,7,36,4,"60004828,60005032,60005041,60015093",True
30002098,Orfrold,0.22867365181446075,E1,20000309,40133862,8,32,2,"60010477,60015102",True
30002100,Taff,0.154255673289299,E1,20000309,40133981,8,51,3,"60004771,60004777,60005278",True
30002517,Gulmorogod,0.3767940402030945,E,20000368,40160139,10,88,4,"60000151,60000157,60005077,60010411",True
30002101,Ualkin,0.15012001991271973,E1,20000309,40134052,9,16,3,"60004975,60005275,60005905",True
30002102,Gukarla,0.12456288188695908,E1,20000309,40134082,9,47,5,"60004972,60004978,60005281,60005284,60015101",True
30002103,NS2L-4,-0.5764338374137878,I4,20000310,40134159,6,31,0,,True
30002105,B-S347,-0.5810304284095764,I4,20000310,40134248,11,29,0,,True
30002122,XVV-21,-0.3209789991378784,I1,20000312,40135454,10,36,0,,True
30002104,QI-S9W,-0.3419104218482971,I1,20000310,40134201,9,29,0,,True
30002108,B-A587,-0.23344926536083221,I,20000310,40134462,6,44,0,,True
30002138,QE-E1D,-0.27386799454689026,I1,20000315,40136394,7,10,0,,True
30002107,AF0-V5,-0.39874979853630066,I2,20000310,40134386,10,57,0,,True
30002106,PPFB-U,-0.0741661861538887,I,20000310,40134300,7,70,0,,True
30002109,Y19P-1,-0.17121785879135132,I,20000311,40134520,11,50,0,,True
